"Country","Age Group","Gender","Location","Ebola measure","Case definition","Ebola data source","Epi week","Indicator type","Data package ID","Data as of","Display Value","Numeric","Low","High","Comments"
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Situation report","07 to 13 July 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Patient database","25 to 31 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Situation report","25 to 31 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Patient database","01 to 07 September 2014","New","Data package 2015-01-21","","2","2.00000","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Situation report","01 to 07 September 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Situation report","20 to 26 October 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Patient database","27 October to 02 November 2014","New","Data package 2015-01-21","","1","1.00000","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Situation report","27 October to 02 November 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Patient database","03 to 09 November 2014","New","Data package 2015-01-21","","3","3.00000","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Patient database","22 to 28 December 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Situation report","22 to 28 December 2014","New","Data package 2015-01-21","","10","10.00000","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Patient database","29 December 2014 to 04 January 2015","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND CAPE MOUNT","Number of cases","Confirmed","Situation report","29 December 2014 to 04 January 2015","New","Data package 2015-01-21","","2","2.00000","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","27 January to 02 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","27 January to 02 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","03 to 09 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","03 to 09 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","10 to 16 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","24 to 30 March 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","31 March to 06 April 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","31 March to 06 April 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","07 to 13 April 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","26 May to 01 June 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","26 May to 01 June 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","02 to 08 June 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","02 to 08 June 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","21 to 27 July 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","28 July to 03 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","28 July to 03 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","04 to 10 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","15 to 21 September 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","22 to 28 September 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","22 to 28 September 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","29 September to 05 October 2014","New","Data package 2015-01-21","","1","1.00000","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","17 to 23 November 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","17 to 23 November 2014","New","Data package 2015-01-21","","0","0.00000","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Patient database","24 to 30 November 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","24 to 30 November 2014","New","Data package 2015-01-21","","0","0.00000","","",""
"Liberia","","","GRAND GEDEH","Number of cases","Confirmed","Situation report","12 to 18 January 2015","New","Data package 2015-01-21","","0","0.00000","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","30 December 2013 to 05 January 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","30 December 2013 to 05 January 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","06 to 12 January 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","17 to 23 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","24 February to 02 March 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","24 February to 02 March 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","03 to 09 March 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","03 to 09 March 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","21 to 27 April 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","21 to 27 April 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","28 April to 04 May 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","28 April to 04 May 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","16 to 22 June 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","23 to 29 June 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","23 to 29 June 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","30 June to 06 July 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","18 to 24 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","18 to 24 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","25 to 31 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","25 to 31 August 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","13 to 19 October 2014","New","Data package 2015-01-21","","1","1.00000","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","13 to 19 October 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","20 to 26 October 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","20 to 26 October 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","08 to 14 December 2014","New","Data package 2015-01-21","","0","0.00000","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","15 to 21 December 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Situation report","15 to 21 December 2014","New","Data package 2015-01-21","","0","0.00000","","",""
"Liberia","","","GRAND KRU","Number of cases","Confirmed","Patient database","22 to 28 December 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Patient database","20 to 26 January 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Situation report","20 to 26 January 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Patient database","27 January to 02 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Situation report","27 January to 02 February 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Patient database","17 to 23 March 2014","New","Data package 2015-01-21","","1","1.00000","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Situation report","17 to 23 March 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Patient database","24 to 30 March 2014","New","Data package 2015-01-21","","","","","",""
"Liberia","","","LOFA","Number of cases","Confirmed","Situation report","24 to 30 March 2014","New","Data package 2015-01-21","","","","","",""
